route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
TEAL LATE NIGHT SATURDAY,T1 UISA,[@124.0.92275054@][1484344751044]/28__T1_UISA,Orchard Downs,0,T1 UISA,[@124.0.92275054@]120E TEAL LATE 13
SILVER EVENING SUNDAY,SV2 UISU,[@124.0.92286725@][1484347296458]/131__SV2_UISU,Lincoln Square,0,SV2 UISU,[@124.0.92286725@]130N SILVER EVENING 2
BRONZE,T3 UI MF,[@7.0.41201636@][4][1248385296531]/1__T3_UI_MF,Orchard Downs,1,T3 UI MF,BRONZE 6
GREEN SUNDAY,GN2SU,[@124.0.92334988@][1484579202830]/40__GN2SU,Orchard Downs,0,GN2SU,[@124.0.92334988@]50E->PC
ORANGEHOPPER,O3 MF,[@14.0.52435578@][4][1275670882890]/5__O3_MF,Illinois Terminal,1,O3 MF,6WIT->CF HOPPER
SILVER,SV2 NON UI,[@12.0.42199629@][4][1246896833000]/76__SV2_NON_UI,PAR,1,SV2 NON UI,SILVER 120
ILLINI EVENING SATURDAY,I3 UISA,[@124.0.92260187@][1484328831455]/256__I3_UISA,Lincoln & Killarney,0,I3 UISA,[@124.0.92260187@]220N ILLINI 10
GREY ALT,7W SHOW #2 MTTF,[@4.0.3874302@][32][1602534866460]/0__7W_SHOW_#2_MTTF,Williamsburg & Mattis,1,7W SHOW #2 MTTF,[@6.0.4562822@]327
GOLD,G4 MF,[@7.0.41203042@][3][1246639611484]/30__G4_MF,Eastern & Perkins,0,G4 MF,GOLD 423
ORANGEHOPPER,O3 MF,[@15.0.68513410@][4][1368193957126]/8__O3_MF,Illinois Terminal,1,O3 MF,6WIT->CF HOPPER
SILVER EVENING SATURDAY,SV1 UISA,[@124.0.92284627@][1484347218447]/115__SV1_UISA,Lincoln Square,0,SV1 UISA,[@124.0.92284627@]130N SILVER EVENING 2
ILLINI LIMITED SATURDAY,I2  NONUISA,[@6.0.14330204@][2][1622384445965]/63__I2__NONUISA,Transit Plaza,1,I2  NONUISA,ILLINI LIMITED WEEKEND 845
ILLINI LIMITED,I1 NONUIMF,[@6.0.14327389@][1][1622146809102]/8__I1_NONUIMF,Lincoln & Killarney,0,I1 NONUIMF,[@6.0.14327389@]10
GREEN LATE NIGHT SATURDAY,GN3 UISA,[@124.0.92344750@][1484579800344]/25__GN3_UISA,Illinois Terminal,1,GN3 UISA,[@124.0.92344750@]50WLTNT->
LINK,LN2 MF,[@6.0.15252684@][1][1627332720253]/1__LN2_MF,University and Wright,0,LN2 MF,[@6.0.15252684@]4
TEAL SATURDAY,T2 UISA,[@12.0.44194660@][1250946648828]/156__T2_UISA,Orchard Downs,0,T2 UISA,12E TEAL WEEKEND 13
GREY,GR2 MF,[@2.0.80545657@][31][1425487442569]/13__GR2_MF,Urbana Walmart,0,GR2 MF,7E->LSG
SILVER EVENING SATURDAY,SV2 UISA,[@124.0.92284627@][1484347218447]/173__SV2_UISA,Lincoln Square,0,SV2 UISA,[@124.0.92284627@]130N SILVER EVENING 1
LAVENDER,L1 MF,[@15.0.63192662@][2][1334589837818]/5__L1_MF,Illinois Terminal,1,L1 MF,3S->IT
GREENHOPPER,GN7 UIF,[@15.0.73007704@][31][1403109664555]/0__GN7_UIF,Washington & Lierman,0,GN7 UIF,[@15.0.68511981@]91
ILLINI LIMITED SATURDAY,I2   UISA,[@6.0.14330204@][2][1622384445965]/47__I2___UISA,Transit Plaza,1,I2   UISA,ILLINI LIMITED WEEKEND 845
GREY,GR3 NONUIMF,[@2.0.80545657@][32][1435086731985]/0__GR3_NONUIMF,Parkland College,1,GR3 NONUIMF,[@15.0.68512430@]37
TEAL,T1 UI F,[@7.0.41893871@][3][1243541396687]/99__T1_UI_F,Orchard Downs,0,T1 UI F,12E TEAL 13
TEAL SATURDAY,T1 UISA,[@12.0.44194660@][1250946648828]/27__T1_UISA,Illinois Terminal,1,T1 UISA,TEAL WEEKEND 16
YELLOW SATURDAY,Y2 NONUISA,[@15.0.63192124@][1][1338414280664]/16__Y2_NONUISA,Champaign Walmart,0,Y2 NONUISA,[@14.0.57766396@]100N
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/45__SV1_NONUISU,Lincoln Square,0,SV1 NONUISU,[@124.0.92241454@]4
LAVENDER,O3 MF,[@15.0.63192662@][2][1343847939085]/0__O3_MF,Illinois Terminal,1,O3 MF,ORB4PO
BLUE,B3 SCHMF,[@14.0.56288268@][3][1302634831873]/11__B3_SCHMF,Illinois Terminal,0,B3 SCHMF,BLUE 51
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][1][1363722440092]/62__SV1_NONUISA,Lincoln Square,0,SV1 NONUISA,[@15.0.67916770@]2
SILVER,SV4 NON UI SCH,[@12.0.42199629@][3][1246896590515]/57__SV4_NON_UI_SCH,Lincoln Square,0,SV4 NON UI SCH,SILVER 2
GREY SUNDAY,GR3 UISU,[@2.0.85633657@][31][1463430303388]/24__GR3_UISU,Lincoln Square - Urbana Walmart,0,GR3 UISU,70E-WKND
ILLINI EVENING SUNDAY,I1 UISU,[@124.0.92263401@][1484328944432]/20__I1_UISU,Lincoln & Killarney,0,I1 UISU,[@124.0.92263401@]220N ILLINI 10
LAVENDER ALT,3N 7E SHOW,[@6.0.4564442@][1][1610666953650]/0__3N_7E_SHOW,Campbell & Queensway,0,3N 7E SHOW,[@124.0.143437854@]216
RED,R3 MF,[@14.0.56288404@][1][1302710998226]/8__R3_MF,Trails - Illinois Terminal,0,R3 MF,RED 3
ILLINI,I7-1 & 2 UIMTH,[@7.0.41200832@][1][1238430123625]/27__I7-1_&_2_UIMTH,Lincoln & Killarney,0,I7-1 & 2 UIMTH,22N ILLINI 10
LIME SUNDAY,LM1 SU,[@124.0.94415718@][11][1496266203663]/3__LM1_SU,Kirby & Duncan,0,LM1 SU,[@15.0.74000704@]51
TEAL SUNDAY,T1 NONUISU,[@124.0.92229742@][1484323714302]/124__T1_NONUISU,Illinois Terminal,1,T1 NONUISU,[@124.0.92229742@]TEAL WEEKEND 16
GOLDHOPPER,G2 MF,[@14.0.56289113@][3][1303767339853]/5__G2_MF,Lincoln Square,0,G2 MF,GOLDHOPPER 2
BROWN,BA1 MF,[@2.0.80548152@][11][1425506589356]/6__BA1_MF,Parkland College,0,BA1 MF,[@15.0.61662606@]364
ORANGE,O2 MF,[@2.0.86175868@][1458585713139]/97__O2_MF,Round Barn Road,1,O2 MF,[@2.0.86175868@]ORANGE 32
YELLOW SUNDAY,Y2 NONUISU,[@124.0.92236898@][1484325332995]/91__Y2_NONUISU,Savoy Walmart,1,Y2 NONUISU,[@124.0.92236898@]100S
BLUE,B3 SCHMF,[@14.0.56288268@][3][1302634831873]/9__B3_SCHMF,Illinois Terminal,0,B3 SCHMF,BLUE 51
ILLINI LIMITED EVENING SATURDAY,I1 NONIUSA,[@6.0.14330915@][1][1622384693780]/9__I1_NONIUSA,Lincoln & Killarney,0,I1 NONIUSA,[@124.0.92348983@]22N 316
LIME SUNDAY,LM2 SU,[@124.0.94415718@][12][1496267328636]/27__LM2_SU,YMCA,1,LM2 SU,[@15.0.74000704@]38
TEAL SUNDAY,T2 UISU,[@124.0.92229742@][1484323714302]/93__T2_UISU,Illinois Terminal,1,T2 UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SATURDAY,T2 NONUISA,[@12.0.44194660@][1250946648828]/32__T2_NONUISA,Illinois Terminal,1,T2 NONUISA,TEAL WEEKEND 16
ORANGE,O3 MF,[@2.0.86175868@][1458585713139]/40__O3_MF,Illinois Terminal,1,O3 MF,[@2.0.86175868@]53
GREY SATURDAY,GN4SA,[@15.0.73008535@][31][1401898787857]/20__GN4SA,Lincoln Square - Urbana Walmart,0,GN4SA,[@15.0.69172548@]1
SILVER EVENING,SV4 UIF SCH,[@12.0.42224456@][4][1246897225718]/22__SV4_UIF_SCH,Vet-Med,1,SV4 UIF SCH,130S SILVER EVENING 3
ORANGE ALT,9A/10E-6E MTTF,[@6.0.14327768@][31][1631469024180]/0__9A/10E-6E_MTTF,Edgewood,0,9A/10E-6E MTTF,[@6.0.14327768@]21
ILLINI EVENING,I8 UIMTH,[@7.0.41950648@][1244056065453]/105__I8_UIMTH,Lincoln & Killarney,0,I8 UIMTH,220N ILLINI 10
GREY,GR1 MF SCH,[@2.0.80545657@][31][1425487417760]/7__GR1_MF_SCH,Urbana Walmart,0,GR1 MF SCH,7E->LSG
BROWN,BB2 MF,[@2.0.80548152@][12][1425571476047]/0__BB2_MF,Parkland College,1,BB2 MF,[@15.0.61662606@]366
TEAL,T3 NON UI MF,[@7.0.41893871@][4][1243540851671]/4__T3_NON_UI_MF,Illinois Terminal,1,T3 NON UI MF,12W TEAL 12
TEAL EVENING SATURDAY,T1 NONUISA,[@124.0.92279199@][1484345597711]/29__T1_NONUISA,Orchard Downs,0,T1 NONUISA,[@124.0.92279199@]TEAL EVENING 14
GREEN SATURDAY,GN3 NONUISA,[@7.0.41202550@][4][1248702580375]/2__GN3_NONUISA,Round Barn Road,1,GN3 NONUISA,[@15.0.68513015@]219
GREEN SUNDAY,GR4 SU,[@124.0.92334988@][1484579202830]/94__GR4_SU,Round Barn Road,1,GR4 SU,[@124.0.92334988@]219
GREY SATURDAY,GR3SA,[@15.0.73008535@][31][1401898787857]/22__GR3SA,Lincoln Square - Urbana Walmart,0,GR3SA,[@15.0.69172548@]1
NAVY,N2 MF,[@124.0.103534744@][32][1510344802986]/3__N2_MF,Kirby & Mullikin,1,N2 MF,[@124.0.103534744@]NAVY 5
ILLINI LIMITED SATURDAY,I2  NONUISA,[@6.0.14330204@][1][1622384291845]/5__I2__NONUISA,Lincoln & Killarney,0,I2  NONUISA,[@6.0.14330204@]6
ILLINI LIMITED SATURDAY,I1  UISA,[@6.0.14330204@][1][1622384291845]/6__I1__UISA,Lincoln & Killarney,0,I1  UISA,[@6.0.14330204@]6
YELLOW SUNDAY,Y2 NONUISU,[@124.0.92236898@][1484325332995]/56__Y2_NONUISU,Savoy Walmart,1,Y2 NONUISU,[@124.0.92236898@]100S
5E GREEN EXPRESS 1 ALT,GNX1 SHOW WED,[@36.0.28512759@][3][1175211123269]/8__GNX1_SHOW_WED,Harris & Harvard,0,GNX1 SHOW WED,5E EXP 1 ALT
TEAL,T3 NON UI MF,[@7.0.41893871@][3][1243541396687]/98__T3_NON_UI_MF,Orchard Downs,0,T3 NON UI MF,12E TEAL 13
GREY,GR1 MF SCH,[@15.0.68512430@][3][1368049248744]/19__GR1_MF_SCH,Urbana Walmart,0,GR1 MF SCH,7E->LSG
TEAL SATURDAY,T2 UISA,[@12.0.44194660@][1250946648828]/148__T2_UISA,Orchard Downs,0,T2 UISA,12E TEAL WEEKEND 13
GREY SUNDAY,GR1 SU,[@2.0.85633657@][32][1463429698711]/2__GR1_SU,Round Barn Road,1,GR1 SU,70WIT->CF
RED SATURDAY,R1SA,20RED015__R1SA,Champaign Meijer,0,R1SA,20C->MP
SILVER SATURDAY,SV2 UISA,[@12.0.44184681@][1250945403296]/91__SV2_UISA,Lincoln Square,0,SV2 UISA,130N SILVER WEEKEND 1
ILLINI LIMITED EVENING,I2 NONUIMF,[@6.0.14328849@][1][1622466962641]/2__I2_NONUIMF,Lincoln & Killarney,0,I2 NONUIMF,22N 316
ILLINI LIMITED SUNDAY,I1 UISU,[@6.0.14330187@][1][1622252763821]/18__I1_UISU,Lincoln & Killarney,0,I1 UISU,[@6.0.14330187@]6
YELLOW EVENING SATURDAY,Y5SA,[@124.0.92247832@][1484327725398]/19__Y5SA,Savoy Walmart,1,Y5SA,[@124.0.92247832@]100S
ORANGE,O2 MF,[@2.0.86175868@][1458585713139]/11__O2_MF,Lincoln Square,0,O2 MF,[@2.0.86175868@]18
ILLINI LIMITED SATURDAY,I1  UISA,[@6.0.14330204@][1][1622384291845]/20__I1__UISA,Lincoln & Killarney,0,I1  UISA,[@6.0.14330204@]6
SILVER,SV4 NON UI NOSCH,[@12.0.42199629@][4][1246896833000]/85__SV4_NON_UI_NOSCH,PAR,1,SV4 NON UI NOSCH,SILVER 120
TEAL SUNDAY,T2 NONUISU,[@124.0.92229742@][1484323714302]/38__T2_NONUISU,Orchard Downs,0,T2 NONUISU,[@124.0.92229742@]12E TEAL WEEKEND 13
SILVER LIMITED EVENING,SV2 NON UI,[@15.0.67924657@][1][1363725754977]/6__SV2_NON_UI,Lincoln Square,0,SV2 NON UI,[@15.0.67924657@]4
BROWN,BA2 NOSCHMF,[@2.0.80548152@][11][1425506589356]/3__BA2_NOSCHMF,Parkland College,0,BA2 NOSCHMF,[@15.0.61662606@]364
ORANGE,O3 MF,[@2.0.86175868@][1458585713139]/12__O3_MF,Lincoln Square,0,O3 MF,[@2.0.86175868@]18
TEAL,T3 NON UI MF,[@7.0.41893871@][3][1243541396687]/90__T3_NON_UI_MF,Orchard Downs,0,T3 NON UI MF,12E TEAL 13
ILLINI,I2 UIF,[@7.0.41200832@][1][1238430123625]/0__I2_UIF,Lincoln & Killarney,0,I2 UIF,22N ILLINI 10
ILLINI,I5 UIMTH,[@7.0.41200832@][1][1238430123625]/10__I5_UIMTH,Lincoln & Killarney,0,I5 UIMTH,22N ILLINI 10
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][2][1363721664566]/27__SV1_NONUISA,Transit Plaza,1,SV1 NONUISA,[@15.0.67916770@]3
GREEN SUNDAY,GN2SU,[@124.0.92334988@][1484579202830]/3__GN2SU,Orchard Downs,0,GN2SU,[@124.0.92334988@]GREEN WEEKEND 32
SILVER SATURDAY,SV1 UISA,[@12.0.44184681@][1250945403296]/254__SV1_UISA,PAR,1,SV1 UISA,SILVER WEEKEND 31
LIME SUNDAY,LM1 SU,[@124.0.94415718@][11][1496266203663]/11__LM1_SU,Kirby & Duncan,0,LM1 SU,[@15.0.74000704@]51
ORANGEHOPPER,O4 MF,[@15.0.68513410@][3][1368193229378]/4__O4_MF,Lincoln Square,0,O4 MF,[@15.0.73009483@]22
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][2][1363721664566]/30__SV1_NONUISA,Transit Plaza,1,SV1 NONUISA,[@15.0.67916770@]3
YELLOWHOPPER,Y8 UIMF,[@6.0.14331263@][2][1622139849262]/47__Y8_UIMF,Lot E-14,1,Y8 UIMF,YELLOWHOPPER 26
ORANGE,GN7 UIMTWR,[@2.0.86175868@][1458585713139]/92__GN7_UIMTWR,Round Barn Road - Plastipak,1,GN7 UIMTWR,[@2.0.86175868@]42
GREENHOPPER EVENING SATURDAY,GN3 NONUISA,[@7.0.42019048@][1245177724421]/4__GN3_NONUISA,Round Barn Road,1,GN3 NONUISA,50W HOPPER 104
GREY EVENING,GR3 UIMF,[@2.0.85634856@][31][1465240777577]/0__GR3_UIMF,Lincoln Square - Urbana Walmart,0,GR3 UIMF,70E
YELLOW,Y2 NONUIMF,[@6.0.14329702@][1][1622066322107]/48__Y2_NONUIMF,Champaign Walmart,0,Y2 NONUIMF,[@15.0.63189004@]23
SILVER,SV4 UIMTH SCH,[@12.0.42199629@][3][1246896440906]/13__SV4_UIMTH_SCH,Lincoln Square,0,SV4 UIMTH SCH,SILVER 2
BLUE,B2 MF,[@2.0.80545824@][31][1426087345141]/0__B2_MF,Illinois Terminal,0,B2 MF,BLUE 51
TEAL SATURDAY,T2 NONUISA,[@12.0.44194660@][1250946648828]/2__T2_NONUISA,Illinois Terminal,1,T2 NONUISA,TEAL WEEKEND 16
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/44__SV1_NONUISU,Lincoln Square,0,SV1 NONUISU,[@124.0.92241454@]4
BLUE,B3 SCHMF,[@14.0.56288268@][4][1302636576192]/8__B3_SCHMF,Round Barn Road,1,B3 SCHMF,4W
ILLINI EVENING SATURDAY,I5 UISA,[@124.0.92260187@][1484328831455]/2__I5_UISA,Lincoln & Killarney,0,I5 UISA,[@124.0.92260187@]ILLINI EV 25
SILVER EVENING,SV4 UIMTH SCH,[@12.0.42224456@][3][1246897172937]/8__SV4_UIMTH_SCH,Lincoln Square,0,SV4 UIMTH SCH,130N SILVER EVENING 1
LIME SUNDAY,LM2 SU,[@124.0.94415718@][12][1496267134824]/19__LM2_SU,YMCA,1,LM2 SU,[@15.0.74000704@]41
ILLINI EVENING,I2 UIF,[@7.0.41950648@][1244056065453]/216__I2_UIF,PAR,1,I2 UIF,220S ILLINI 20
SILVER LATE NIGHT,SV4 UIF SCH,[@12.0.42230752@][3][1246897512562]/8__SV4_UIF_SCH,Lincoln Square,0,SV4 UIF SCH,130N SILVERLATE 2
NAVY,N1 MF,[@124.0.103534744@][32][1510344867429]/16__N1_MF,Carle at the Fields,1,N1 MF,[@124.0.103534744@]4
BLUE,GNX2 MF,[@14.0.56288268@][4][1302636304834]/0__GNX2_MF,Round Barn Road,1,GNX2 MF,[@124.0.102302343@]1
TEAL SATURDAY,T1 NONUISA,[@12.0.44194660@][1250946648828]/161__T1_NONUISA,Orchard Downs,0,T1 NONUISA,12E TEAL WEEKEND 13
RUBY,RUB2 SCHMTTF,[@15.0.64600293@][1][1342035509085]/1__RUB2_SCHMTTF,Airport & Cunningham,0,RUB2 SCHMTTF,[@15.0.64600293@]17
ORANGE,O1 MF,[@2.0.86175868@][1458585713139]/69__O1_MF,Round Barn Road,1,O1 MF,[@2.0.86175868@]ORANGE 63
RED,R5 MF,[@14.0.56288404@][1][1302702047921]/0__R5_MF,Illinois Terminal,0,R5 MF,RED 3
LAVENDER,L2 SCH MF,[@15.0.63192662@][1][1334088201474]/16__L2_SCH_MF,Champaign Walmart - Research Park,0,L2 SCH MF,[@15.0.63192662@]4
SILVER LIMITED EVENING SATURDAY,SV1 NONUISA,[@124.0.92350475@][1484580809807]/54__SV1_NONUISA,Lincoln Square,0,SV1 NONUISA,[@124.0.92350475@]2
RED,GN8 MF,[@14.0.56288404@][2][1302786666892]/0__GN8_MF,Lincoln Square,1,GN8 MF,[@14.0.56288404@]14
SILVER,SV4 NON UI NOSCH,[@12.0.42199629@][3][1246896590515]/33__SV4_NON_UI_NOSCH,Lincoln Square,0,SV4 NON UI NOSCH,SILVER 2
ILLINI EVENING,I2-2 UIF,[@6.0.14328542@][2][1623952601601]/0__I2-2_UIF,PAR,1,I2-2 UIF,220S ILLINI 20
ILLINI LIMITED EVENING SATURDAY,I1 NONIUSA,[@6.0.14330915@][1][1622384693780]/11__I1_NONIUSA,Lincoln & Killarney,0,I1 NONIUSA,[@124.0.92348983@]22N 316
SILVER LIMITED EVENING SATURDAY,SV1 NONUISA,[@124.0.92350475@][1484580809807]/61__SV1_NONUISA,Lincoln Square,0,SV1 NONUISA,[@124.0.92350475@]2
GREEN EXPRESS,GNX1 NOSCHMF,1GNX102__GNX1_NOSCHMF,Fourth & Gregory,0,GNX1 NOSCHMF,GREEN EX 1
ILLINI EVENING SUNDAY,I4 UISU,[@124.0.92263401@][1484328944432]/339__I4_UISU,PAR,1,I4 UISU,[@124.0.92263401@]220S ILLINI 20
ILLINI,I2 UIMTH,[@7.0.41200832@][2][1238430887312]/177__I2_UIMTH,PAR,1,I2 UIMTH,22S ILLINI 20
GREEN SUNDAY,GN1 SU,[@124.0.92334988@][1484579202830]/39__GN1_SU,Orchard Downs,0,GN1 SU,[@124.0.92334988@]50E->PC
GREEN SATURDAY,GN2 UISA,[@7.0.38114334@][4][1215790897218]/25__GN2_UISA,Round Barn Road,1,GN2 UISA,[@15.0.68513015@]220
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][1][1334071343101]/2__L2SA,Champaign Walmart,0,L2SA,30NIT->BB
SILVER SUNDAY,SV2 UISU,[@124.0.92281033@][1484346076492]/14__SV2_UISU,Vet-Med,1,SV2 UISU,[@124.0.92281033@]130S SILVER WEEKEND 3
SILVER,SV2 NON UI,[@12.0.42199629@][4][1246896833000]/82__SV2_NON_UI,PAR,1,SV2 NON UI,SILVER 120
ILLINI EVENING,I5 UIF,[@7.0.41950648@][1244056065453]/224__I5_UIF,PAR,1,I5 UIF,220S ILLINI 20
TEAL EVENING SATURDAY,T2 NONUISA,[@124.0.92279199@][1484345597711]/13__T2_NONUISA,Orchard Downs,0,T2 NONUISA,[@124.0.92279199@]TEAL EVENING 13
BROWN,BA1 MF,[@15.0.61662606@][10][1329152261282]/38__BA1_MF,Round Barn Road,0,BA1 MF,[@15.0.61662606@]706
SILVER,SV4 NON UI NOSCH,[@12.0.42199629@][4][1246896833000]/75__SV4_NON_UI_NOSCH,PAR,1,SV4 NON UI NOSCH,SILVER 120
RED SATURDAY,R2SA,20RED023__R2SA,Champaign Meijer,0,R2SA,20C->MP
GREEN LATE NIGHT,GN7 UIF,8GN543__GN7_UIF,Lincoln Square,0,GN7 UIF,50ELTNT->
TEAL,T1 UI F,[@7.0.41893871@][3][1243541396687]/89__T1_UI_F,Orchard Downs,0,T1 UI F,12E TEAL 13
ILLINI,I3 UIMTH,[@7.0.41200832@][2][1238430887312]/138__I3_UIMTH,PAR,1,I3 UIMTH,22S ILLINI 20
ILLINI,I4 UIMF,[@7.0.41200832@][2][1238430887312]/159__I4_UIMF,PAR,1,I4 UIMF,22S ILLINI 20
YELLOW SUNDAY,Y3 SU,[@124.0.92236898@][1484325332995]/11__Y3_SU,Champaign Walmart,0,Y3 SU,[@124.0.92236898@]100N
ILLINI LIMITED SATURDAY,I1  UISA,[@6.0.14330204@][1][1622384291845]/26__I1__UISA,Lincoln & Killarney,0,I1  UISA,[@6.0.14330204@]6
PINK,P2 MF SCH,[@2.0.81838518@][12][1430161301181]/20__P2_MF_SCH,Round Barn Road,1,P2 MF SCH,[@2.0.81838518@]103
ILLINI,I3 UIMTH,[@7.0.41200832@][1][1238430123625]/9__I3_UIMTH,Lincoln & Killarney,0,I3 UIMTH,22N ILLINI 10
ILLINI LIMITED SATURDAY,I2  NONUISA,[@6.0.14330204@][1][1622384291845]/29__I2__NONUISA,Lincoln & Killarney,0,I2  NONUISA,[@6.0.14330204@]6
YELLOW LATE NIGHT,Y5 UIMF,[@7.0.38114521@][1][1214492388671]/1__Y5_UIMF,Champaign Walmart,0,Y5 UIMF,100NLTNT->
GOLDHOPPER,G3 MF,[@7.0.41987615@][4][1246632518062]/4__G3_MF,Lot E-14,1,G3 MF,GOLDHOPPER 1
GOLDHOPPER,G4 MF,[@7.0.41987615@][3][1246633033359]/45__G4_MF,Lincoln Square,0,G4 MF,GOLDHOPPER 2
GREY SUNDAY,GR2 SU,[@2.0.85633657@][32][1463429698711]/7__GR2_SU,Round Barn Road,1,GR2 SU,70WIT->CF
ILLINI LIMITED EVENING,I1 NONUIMF,[@6.0.14328849@][2][1622467590810]/15__I1_NONUIMF,Transit Plaza,1,I1 NONUIMF,ILLINI 845 315
ILLINI,I2 UIMTH,[@7.0.41200832@][2][1238430887312]/193__I2_UIMTH,PAR,1,I2 UIMTH,22S ILLINI 20
LAVENDER SUNDAY,L1 SU,[@15.0.71205318@][1381241976567]/44__L1_SU,Champaign Walmart,0,L1 SU,[@15.0.71205318@]30NIT->BB
GREEN,GN7 NONUIMF,8GN505__GN7_NONUIMF,Round Barn Road - Holiday Park,1,GN7 NONUIMF,5W-AM
GREY SUNDAY,GR3 UISU,[@2.0.85633657@][32][1463429698711]/8__GR3_UISU,Round Barn Road,1,GR3 UISU,70WIT->CF
SILVER SUNDAY,SV1 UISU,[@124.0.92281033@][1484346076492]/66__SV1_UISU,Lincoln Square,0,SV1 UISU,[@124.0.92281033@]130N SILVER WEEKEND 1
BLUE,B4 SCH WED,[@14.0.56288268@][4][1302636749043]/15__B4_SCH_WED,Round Barn Road,1,B4 SCH WED,4W
GREEN,GN2 MF,[@14.0.51573013@][3][1283973194312]/0__GN2_MF,Main & Brady,0,GN2 MF,GREEN 893
TEAL,T1 UI F,[@14.0.51708725@][4][1275506123875]/16__T1_UI_F,Illinois Terminal,1,T1 UI F,12W TEAL 12
GREY,GR4 MF,[@2.0.80545657@][32][1425489606906]/33__GR4_MF,Parkland College,1,GR4 MF,7W
GREY,GR3 UIMF,[@2.0.80545657@][32][1425489606906]/31__GR3_UIMF,Parkland College,1,GR3 UIMF,7W
YELLOW,Y5 UIMF,[@6.0.14329702@][1][1622066350172]/51__Y5_UIMF,Champaign Walmart,0,Y5 UIMF,[@15.0.63189004@]23
ILLINI EVENING,I5 UIMTH,[@7.0.41950648@][1244056065453]/217__I5_UIMTH,PAR,1,I5 UIMTH,220S ILLINI 20
GOLDHOPPER,G2 MF,[@7.0.41987615@][3][1246633033359]/46__G2_MF,Lincoln Square,0,G2 MF,GOLDHOPPER 2
GREY SATURDAY,GR1SA,[@15.0.73008535@][31][1401898680792]/10__GR1SA,Lincoln Square - Urbana Walmart,0,GR1SA,[@15.0.69172548@]1
TEAL SATURDAY,T2 NONUISA,[@12.0.44194660@][1250946648828]/264__T2_NONUISA,Illinois Terminal,1,T2 NONUISA,TEAL WEEKEND 45
SILVER,SV2 NON UI,[@12.0.42199629@][4][1246896833000]/72__SV2_NON_UI,PAR,1,SV2 NON UI,SILVER 120
TEAL SATURDAY,T1 NONUISA,[@12.0.44194660@][1250946648828]/33__T1_NONUISA,Illinois Terminal,1,T1 NONUISA,TEAL WEEKEND 16
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][2][1363721639425]/17__SV1_NONUISA,Transit Plaza,1,SV1 NONUISA,[@15.0.67916770@]3
TEAL SUNDAY,T2 NONUISU,[@124.0.92229742@][1484323714302]/81__T2_NONUISU,Illinois Terminal,1,T2 NONUISU,[@124.0.92229742@]TEAL WEEKEND 16
ILLINI EVENING SUNDAY,I7 UISU,[@124.0.92263401@][1484328944432]/325__I7_UISU,PAR,1,I7 UISU,[@124.0.92263401@]220S ILLINI 20
ORANGEHOPPER,O4 MF,[@14.0.52435578@][4][1275670882890]/3__O4_MF,Illinois Terminal,1,O4 MF,6WIT->CF HOPPER
TEAL SUNDAY,T1 UISU,[@124.0.92229742@][1484323714302]/92__T1_UISU,Illinois Terminal,1,T1 UISU,[@124.0.92229742@]TEAL WEEKEND 16
TEAL SATURDAY,T2 NONUISA,[@12.0.44194660@][1250946648828]/12__T2_NONUISA,Illinois Terminal,1,T2 NONUISA,TEAL WEEKEND 16
ILLINI LIMITED,I2 NONUIMF,[@6.0.14327389@][2][1622152086585]/62__I2_NONUIMF,Transit Plaza,1,I2 NONUIMF,[@6.0.14327389@]15
TEAL EVENING,T1 NON UI MF,[@7.0.41903462@][4][1243545628328]/1__T1_NON_UI_MF,Illinois Terminal,1,T1 NON UI MF,TEAL EVENING 12
SILVER LATE NIGHT,SV4 UIF SCH,[@12.0.42230752@][4][1246897581031]/19__SV4_UIF_SCH,PAR,1,SV4 UIF SCH,SILVER LATE 30
ILLINI EVENING SUNDAY,I6 UISU,[@124.0.92263401@][1484328944432]/212__I6_UISU,PAR,1,I6 UISU,[@124.0.92263401@]220S ILLINI 20
ILLINI EVENING SATURDAY,I6 UISA,[@124.0.92260187@][1484328831455]/258__I6_UISA,Lincoln & Killarney,0,I6 UISA,[@124.0.92260187@]220N ILLINI 10
TEAL,T1 NON UI MF,[@7.0.41893871@][4][1243540851671]/15__T1_NON_UI_MF,Illinois Terminal,1,T1 NON UI MF,12W TEAL 12
ILLINI EVENING SATURDAY,I4 UISA,[@124.0.92260187@][1484328831455]/113__I4_UISA,PAR,1,I4 UISA,[@124.0.92260187@]220S ILLINI 20
GREY EVENING,GR4 MF,2GR741__GR4_MF,Parkland College,1,GR4 MF,70W
TEAL LATE NIGHT SUNDAY,T2 UISU,[@124.0.92276155@][1484344792164]/59__T2_UISU,Illinois Terminal,1,T2 UISU,[@124.0.92276155@]120W TEAL LATE 12
